GCFID	SpeciesStrain	SpeciesID	SpeciesTaxnonmy	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species
GCF_009727745.1	Aliivibrio fischeri	Aliivibrio-fischeri	Aliivibrio fischeri	PRJNA224116	SAMN13340507	WOBH00000000.1	na	668	668	Aliivibrio fischeri	strain=emors.6.2		latest	Scaffold	Major	Full	2019/12/3	ASM972774v1	University of Hawaii-Manoa	GCA_009727745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/727/745/GCF_009727745.1_ASM972774v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Aliivibrio	Aliivibrio fischeri
GCF_000172495.1	Anaplasma marginale str. Puerto Rico	Anaplasma-marginale	Anaplasma marginale	PRJNA224116	SAMN02436659	ABOQ00000000.1	na	517437	770	Anaplasma marginale str. Puerto Rico	strain=Puerto Rico		latest	Contig	Major	Full	2009/1/30	ASM17249v1	Washington State University	GCA_000172495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/172/495/GCF_000172495.1_ASM17249v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma marginale
GCF_000689635.2	Anaplasma phagocytophilum str. Norway variant2	Anaplasma-phagocytophilum	Anaplasma phagocytophilum	PRJNA224116	SAMN02647161		na	1392507	948	Anaplasma phagocytophilum str. Norway variant2	strain=Norway variant2		latest	Complete Genome	Major	Full	2016/5/3	ASM68963v2	University of Florida	GCA_000689635.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/689/635/GCF_000689635.2_ASM68963v2	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma phagocytophilum
GCF_000689655.1	Anaplasma phagocytophilum str. MRK	Anaplasma-phagocytophilum	Anaplasma phagocytophilum	PRJNA224116	SAMN02647123	JFBH00000000.1	na	1392505	948	Anaplasma phagocytophilum str. MRK	strain=MRK		latest	Contig	Major	Full	2014/5/12	MRK1.0	University of Florida	GCA_000689655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/689/655/GCF_000689655.1_MRK1.0	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma phagocytophilum
GCF_900078505.1	Anaplasma phagocytophilum	Anaplasma-phagocytophilum	Anaplasma phagocytophilum	PRJNA224116	SAMEA3909857	FLLR00000000.1	na	948	948	Anaplasma phagocytophilum	strain=C1		latest	Contig	Major	Full	2016/5/26	ANAP_C1_V1	INRA-MIG	GCA_900078505.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/078/505/GCF_900078505.1_ANAP_C1_V1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma phagocytophilum
GCF_000192475.1	Ruegeria conchae	Ruegeria-conchae	Ruegeria conchae	PRJNA224116	SAMN02470214	AEYW00000000.1	representative genome	981384	981384	Ruegeria conchae	strain=TW15		latest	Contig	Major	Full	2011/3/15	ASM19247v1	Kyung Hee University	GCA_000192475.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/192/475/GCF_000192475.1_ASM19247v1	NA	assembly from type material	na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Ruegeria	Ruegeria conchae
GCF_013032005.1	Ruegeria atlantica	Ruegeria-atlantica	Ruegeria atlantica	PRJNA224116	SAMN13488882	WQBE00000000.1	na	81569	81569	Ruegeria atlantica	strain=HKCCD9150		latest	Contig	Major	Full	2020/5/11	ASM1303200v1	The Chinese University of Hong Kong	GCA_013032005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/032/005/GCF_013032005.1_ASM1303200v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Ruegeria	Ruegeria atlantica
GCF_013032025.1	Ruegeria atlantica	Ruegeria-atlantica	Ruegeria atlantica	PRJNA224116	SAMN13488881	WQBF00000000.1	na	81569	81569	Ruegeria atlantica	strain=HKCCD9122		latest	Contig	Major	Full	2020/5/11	ASM1303202v1	The Chinese University of Hong Kong	GCA_013032025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/032/025/GCF_013032025.1_ASM1303202v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Ruegeria	Ruegeria atlantica
GCF_013034745.1	Ruegeria lacuscaerulensis	Ruegeria-lacuscaerulensis	Ruegeria lacuscaerulensis	PRJNA224116	SAMN13488741	WQGP00000000.1	representative genome	55218	55218	Ruegeria lacuscaerulensis	strain=HKCCC1251		latest	Contig	Major	Full	2020/5/11	ASM1303474v1	The Chinese University of Hong Kong	GCA_013034745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/034/745/GCF_013034745.1_ASM1303474v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Ruegeria	Ruegeria lacuscaerulensis
GCF_004353385.1	Borrelia miyamotoi	Borrelia-miyamotoi	Borrelia miyamotoi	PRJNA224116	SAMN10979512		na	47466	47466	Borrelia miyamotoi	strain=Yekat-76		latest	Chromosome	Major	Full	2019/3/10	ASM435338v1	Central Research Institute for Epidemiology	GCA_004353385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/353/385/GCF_004353385.1_ASM435338v1	NA		na	Bacteria	norank	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia miyamotoi
GCF_009258445.1	Borrelia miyamotoi	Borrelia-miyamotoi	Borrelia miyamotoi	PRJNA224116	SAMN12826994		na	47466	47466	Borrelia miyamotoi	strain=NL-IR-1		latest	Chromosome	Major	Full	2019/10/13	NL-IR-1	Central Research Institute of Epidemiology	GCA_009258445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/258/445/GCF_009258445.1_NL-IR-1	NA		na	Bacteria	norank	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia miyamotoi
GCF_017748085.1	Borrelia miyamotoi	Borrelia-miyamotoi	Borrelia miyamotoi	PRJNA224116	SAMN18499016		na	47466	47466	Borrelia miyamotoi	strain=LB-2001		latest	Complete Genome	Major	Full	2021/4/5	ASM1774808v1	Baylor College of Medicine	GCA_017748085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/748/085/GCF_017748085.1_ASM1774808v1	NA		na	Bacteria	norank	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia miyamotoi
GCF_019668925.1	Borrelia miyamotoi	Borrelia-miyamotoi	Borrelia miyamotoi	PRJNA224116	SAMD00264458		na	47466	47466	Borrelia miyamotoi	strain=Y14T1		latest	Complete Genome	Major	Full	2021/6/26	ASM1966892v1	Joint Faculty of Veterinary Medicine, Yamaguchi University	GCA_019668925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/668/925/GCF_019668925.1_ASM1966892v1	NA		na	Bacteria	norank	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia miyamotoi
GCF_002990065.1	Haemophilus influenzae	Haemophilus-influenzae	Haemophilus influenzae	PRJNA224116	SAMN06203555	MZKI00000000.1	na	727	727	Haemophilus influenzae	strain=27P39H1		latest	Contig	Major	Full	2018/3/9	ASM299006v1	Institute for Genome Sciences, University of Maryland, Baltimore	GCA_002990065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/990/065/GCF_002990065.1_ASM299006v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae
GCF_003390455.1	Haemophilus parainfluenzae	Haemophilus-parainfluenzae	Haemophilus parainfluenzae	PRJNA224116	SAMN09760371		na	729	729	Haemophilus parainfluenzae	strain=M27794		latest	Complete Genome	Major	Full	2018/8/15	ASM339045v1	Centers for Disease Control and Prevention	GCA_003390455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/390/455/GCF_003390455.1_ASM339045v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae
GCF_003414795.1	Haemophilus influenzae	Haemophilus-influenzae	Haemophilus influenzae	PRJNA224116	SAMN07421931	QVJQ00000000.1	na	727	727	Haemophilus influenzae	strain=P654-8983		latest	Contig	Major	Full	2018/8/22	ASM341479v1	Institute of Agrobiotechnology	GCA_003414795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/414/795/GCF_003414795.1_ASM341479v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae
GCF_003494485.1	Haemophilus haemolyticus	Haemophilus-haemolyticus	Haemophilus haemolyticus	PRJNA224116	SAMN09704960	QQIB00000000.1	na	726	726	Haemophilus haemolyticus	strain=M26160		latest	Contig	Major	Full	2018/9/7	ASM349448v1	Centers for Disease Control and Prevention	GCA_003494485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/494/485/GCF_003494485.1_ASM349448v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus haemolyticus
GCF_000012305.1	Psychrobacter arcticus 273-4	Psychrobacter-arcticus	Psychrobacter arcticus	PRJNA224116	SAMN02598544		representative genome	259536	334543	Psychrobacter arcticus 273-4	strain=273-4		latest	Complete Genome	Major	Full	2005/7/20	ASM1230v1	DOE Joint Genome Institute	GCA_000012305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/305/GCF_000012305.1_ASM1230v1	NA	assembly from type material	na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter arcticus
GCF_001606025.1	Psychrobacter alimentarius	Psychrobacter-alimentarius	Psychrobacter alimentarius	PRJNA224116	SAMN04549283		representative genome	261164	261164	Psychrobacter alimentarius	strain=PAMC 27889		latest	Complete Genome	Major	Full	2016/4/4	ASM160602v1	Korea Polar Research Institute	GCA_001606025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/606/025/GCF_001606025.1_ASM160602v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter alimentarius
GCF_019926375.1	Psychrobacter pacificensis	Psychrobacter-pacificensis	Psychrobacter pacificensis	PRJNA224116	SAMN17204114	JAEVFH000000000.1	na	112002	112002	Psychrobacter pacificensis	strain=E23		latest	Contig	Major	Full	2021/9/10	ASM1992637v1	Hebrew University of Jerusalem	GCA_019926375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/926/375/GCF_019926375.1_ASM1992637v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter pacificensis
GCF_900162825.1	Psychrobacter piechaudii	Psychrobacter-piechaudii	Psychrobacter piechaudii	PRJNA224116	SAMEA79694668	FUGE00000000.1	representative genome	1945521	1945521	Psychrobacter piechaudii		Psychrobacter_piechaudii	latest	Scaffold	Major	Full	2017/2/10	Psychrobacter piechaudii CIP110854 assembly	INSTITUT PASTEUR	GCA_900162825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/825/GCF_900162825.1_Psychrobacter_piechaudii_CIP110854_assembly	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter piechaudii
GCF_000050405.1	Ehrlichia ruminantium str. Gardel	Ehrlichia-ruminantium	Ehrlichia ruminantium	PRJNA224116	SAMEA3138254		na	302409	779	Ehrlichia ruminantium str. Gardel	strain=Gardel		latest	Complete Genome	Major	Full	2005/2/1	ASM5040v1	CIRAD, France	GCA_000050405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/050/405/GCF_000050405.1_ASM5040v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium
GCF_001686325.1	Ehrlichia ruminantium	Ehrlichia-ruminantium	Ehrlichia ruminantium	PRJNA224116	SAMD00050890	BDDN00000000.1	na	779	779	Ehrlichia ruminantium	strain=Sankat 430		latest	Contig	Major	Full	2016/5/3	ER_SAN_1.0	Graduate School of Veterinary Medicine Hokkaido University	GCA_001686325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/325/GCF_001686325.1_ER_SAN_1.0	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium
GCF_013461265.1	Ehrlichia ruminantium	Ehrlichia-ruminantium	Ehrlichia ruminantium	PRJNA224116	SAMN11584471		na	779	779	Ehrlichia ruminantium	strain=Springbokfontein2		latest	Chromosome	Major	Full	2020/7/22	ASM1346126v1	ARC - Onderstepoort Veterinary Research	GCA_013461265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/461/265/GCF_013461265.1_ASM1346126v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium
GCF_013461715.1	Ehrlichia ruminantium	Ehrlichia-ruminantium	Ehrlichia ruminantium	PRJNA224116	SAMN11584468		na	779	779	Ehrlichia ruminantium	strain=Mara87-7		latest	Chromosome	Major	Full	2020/7/22	ASM1346171v1	ARC - Onderstepoort Veterinary Research	GCA_013461715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/461/715/GCF_013461715.1_ASM1346171v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium
GCF_006402415.1	Myxococcus xanthus	Myxococcus-xanthus	Myxococcus xanthus	PRJNA224116	SAMN05757022		na	34	34	Myxococcus xanthus	strain=MC3.3.5c16		latest	Complete Genome	Major	Full	2019/6/24	ASM640241v1	ETH Zurich	GCA_006402415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/402/415/GCF_006402415.1_ASM640241v1	NA		na	Bacteria	norank	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus xanthus
GCF_016698685.1	Myxococcus xanthus	Myxococcus-xanthus	Myxococcus xanthus	PRJNA224116	SAMN17293126		na	34	34	Myxococcus xanthus	strain=R31		latest	Complete Genome	Major	Full	2021/1/19	ASM1669868v1	Guangdong Institute Of Microbiology	GCA_016698685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/698/685/GCF_016698685.1_ASM1669868v1	NA		na	Bacteria	norank	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus xanthus
GCF_018517205.1	Myxococcus xanthus DZ2	Myxococcus-xanthus	Myxococcus xanthus	PRJNA224116	SAMN17866159		na	1198133	34	Myxococcus xanthus DZ2	strain=DZ2		latest	Complete Genome	Major	Full	2021/5/26	ASM1851720v1	CNRS	GCA_018517205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/517/205/GCF_018517205.1_ASM1851720v1	NA		na	Bacteria	norank	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus xanthus
GCF_900111765.1	Myxococcus fulvus	Myxococcus-fulvus	Myxococcus fulvus	PRJNA224116	SAMN05443572	FOIB00000000.1	representative genome	33	33	Myxococcus fulvus	strain=DSM 16525		latest	Scaffold	Major	Full	2016/11/1	IMG-taxon 2693429886 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900111765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/111/765/GCF_900111765.1_IMG-taxon_2693429886_annotated_assembly	NA	assembly from type material	na	Bacteria	norank	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus fulvus
GCF_004167065.1	Parabacteroides distasonis	Parabacteroides-distasonis	Parabacteroides distasonis	PRJNA224116	SAMN10239577	RCYP00000000.1	na	823	823	Parabacteroides distasonis	strain=cx_0004		latest	Contig	Major	Full	2019/2/11	ASM416706v1	Broad Institute	GCA_004167065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/167/065/GCF_004167065.1_ASM416706v1	NA		na	Bacteria	norank	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis
GCF_009719715.1	Parabacteroides merdae	Parabacteroides-merdae	Parabacteroides merdae	PRJNA224116	SAMN11946256	WNCW00000000.1	na	46503	46503	Parabacteroides merdae	strain=BIOML-A20		latest	Scaffold	Major	Full	2019/11/27	ASM971971v1	Massachusetts Institute of Technology	GCA_009719715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/719/715/GCF_009719715.1_ASM971971v1	NA		na	Bacteria	norank	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae
GCF_012273055.1	Parabacteroides distasonis	Parabacteroides-distasonis	Parabacteroides distasonis	PRJNA224116	SAMN11056330		representative genome	823	823	Parabacteroides distasonis	strain=FDAARGOS_615		latest	Chromosome	Major	Full	2020/4/12	ASM1227305v1	US Food and Drug Administration	GCA_012273055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/273/055/GCF_012273055.1_ASM1227305v1	NA		na	Bacteria	norank	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis
GCF_020091365.1	Parabacteroides merdae	Parabacteroides-merdae	Parabacteroides merdae	PRJNA224116	SAMN15546958		na	46503	46503	Parabacteroides merdae	strain=BFG-280		latest	Complete Genome	Major	Full	2021/9/22	ASM2009136v1	National Institute of Allergy and Infectious Disease	GCA_020091365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/091/365/GCF_020091365.1_ASM2009136v1	NA		na	Bacteria	norank	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae
GCF_000013345.1	Frankia casuarinae	Frankia-casuarinae	Frankia casuarinae	PRJNA224116	SAMN02199398		representative genome	106370	106370	Frankia casuarinae	strain=CcI3		latest	Complete Genome	Major	Full	2006/2/6	ASM1334v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000013345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/345/GCF_000013345.1_ASM1334v1	NA	assembly from type material	na	Bacteria	norank	Actinobacteria	Actinomycetia	Frankiales	Frankiaceae	Frankia	Frankia casuarinae
GCF_001017755.1	Frankia coriariae	Frankia-coriariae	Frankia coriariae	PRJNA224116	SAMN03121018	JWIO00000000.1	representative genome	1562887	1562887	Frankia coriariae	strain=BMG5.1		latest	Scaffold	Major	Full	2015/6/2	ASM101775v1	University of Tunis El Manar, Faculty of Sciences of Tunis	GCA_001017755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/017/755/GCF_001017755.1_ASM101775v1	NA	assembly from type material	na	Bacteria	norank	Actinobacteria	Actinomycetia	Frankiales	Frankiaceae	Frankia	Frankia coriariae
GCF_001536285.1	Frankia irregularis	Frankia-irregularis	Frankia irregularis	PRJNA224116	SAMN04233181	FAOZ00000000.1	representative genome	795642	795642	Frankia irregularis	strain=DSM 45899		latest	Scaffold	Major	Full	2016/1/22	IMG-taxon 2634166352 annotated assembly	DOE - Joint Genome Institute	GCA_001536285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/536/285/GCF_001536285.1_IMG-taxon_2634166352_annotated_assembly	NA	assembly from type material	na	Bacteria	norank	Actinobacteria	Actinomycetia	Frankiales	Frankiaceae	Frankia	Frankia irregularis
GCF_001636575.1	Frankia casuarinae	Frankia-casuarinae	Frankia casuarinae	PRJNA224116	SAMN03579665	LRTJ00000000.1	na	106370	106370	Frankia casuarinae	strain=BR		latest	Contig	Major	Full	2016/5/4	ASM163657v1	University of New Hampshire	GCA_001636575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/636/575/GCF_001636575.1_ASM163657v1	NA		na	Bacteria	norank	Actinobacteria	Actinomycetia	Frankiales	Frankiaceae	Frankia	Frankia casuarinae
GCF_000013365.1	Rhodopseudomonas palustris HaA2	Rhodopseudomonas-palustris	Rhodopseudomonas palustris	PRJNA224116	SAMN02598335		na	316058	1076	Rhodopseudomonas palustris HaA2	strain=HaA2		latest	Complete Genome	Major	Full	2006/2/6	ASM1336v1	DOE Joint Genome Institute	GCA_000013365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/365/GCF_000013365.1_ASM1336v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris
GCF_000020445.1	Rhodopseudomonas palustris TIE-1	Rhodopseudomonas-palustris	Rhodopseudomonas palustris	PRJNA224116	SAMN00000049		na	395960	1076	Rhodopseudomonas palustris TIE-1	strain=TIE-1		latest	Complete Genome	Major	Full	2008/6/23	ASM2044v1	US DOE Joint Genome Institute (JGI-PGF)	GCA_000020445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/445/GCF_000020445.1_ASM2044v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris
GCF_001020905.1	Rhodopseudomonas palustris	Rhodopseudomonas-palustris	Rhodopseudomonas palustris	PRJNA224116	SAMN03647066	LCZM00000000.1	na	1076	1076	Rhodopseudomonas palustris	strain=42OL		latest	Contig	Major	Full	2015/6/5	ASM102090v1	University of Florence	GCA_001020905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/020/905/GCF_001020905.1_ASM102090v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris
GCF_003547145.1	Rhodopseudomonas palustris	Rhodopseudomonas-palustris	Rhodopseudomonas palustris	PRJNA224116	SAMN09934861	QWVU00000000.1	na	1076	1076	Rhodopseudomonas palustris	strain=R1		latest	Scaffold	Major	Full	2018/9/12	ASM354714v1	Bellevue University	GCA_003547145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/547/145/GCF_003547145.1_ASM354714v1	NA	assembly from synonym type material	na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris
GCF_000472825.1	Paraburkholderia mimosarum LMG 23256 = NBRC 106338	Paraburkholderia-mimosarum	Paraburkholderia mimosarum	PRJNA224116	SAMN02440713	AXAN00000000.1	representative genome	1038869	312026	Paraburkholderia mimosarum LMG 23256 = NBRC 106338	strain=LMG 23256		latest	Scaffold	Major	Full	2013/9/30	ASM47282v1	DOE Joint Genome Institute	GCA_000472825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/472/825/GCF_000472825.1_ASM47282v1	NA	assembly from type material	na	Bacteria	norank	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia mimosarum
GCF_003201635.1	Paraburkholderia caballeronis	Paraburkholderia-caballeronis	Paraburkholderia caballeronis	PRJNA224116	SAMN08769248	QJJT00000000.1	na	416943	416943	Paraburkholderia caballeronis	strain=TNe-835		latest	Scaffold	Major	Full	2018/6/7	ASM320163v1	DOE Joint Genome Institute	GCA_003201635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/201/635/GCF_003201635.1_ASM320163v1	NA		na	Bacteria	norank	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia caballeronis
